Hari_ke,Tanggal,Jumlah_Kasus_Kumulatif,Jumlah_Pasien_Sembuh,Jumlah_Pasien_Meninggal,Jumlah_Pasien_Dalam_Perawatan,Jumlah_Kasus_Baru_per_Hari,Jumlah_Kasus_Sembuh_per_Hari,Jumlah_Kasus_Meninggal_per_Hari,Jumlah_Kasus_Dirawat_per_Hari,Persentase_Pasien_Sembuh,Persentase_Pasien_Meninggal,Persentase_Pasien_dalam_Perawat,Jumlah_Spesimen_Diperiksa,Jumlah_Kasus_Diperiksa,Jumlah_Negatif,Spesimen_Diperiksa_Baru_Harian,Kasus_Diperiksa_Baru_Harian,PDP,ODP,Penambahan_Kasus_Terkonfirmasi_,Kasus_Sedang_Investigasi_Lapang,Jumlah_Spesimen_Diperiksa_Terki,Jumlah_Kasus_Diperiksa_Terkini,Spesimen_Diperiksa_Baru_Harian_,Hasil_Positif_Terkini,Hasil_Negatif_Terkini,PDP_Terkini,ODP_Terkini,Suspek_Terkini,Jumlah_Provinsi_Terdampak,Jumlah_KabKot_Terdampak,Pembaruan_Terakhir,FID
76,2020/05/16 00:00:00+00,17025,3911,1089,12025,529,108,13,408,22.97209985,6.396475771,70.63142438,182818,135726,118701,4216,3665,35069,269449,,,,,,,,,,,,,1970/01/01 00:00:00+00,248
77,2020/05/17 00:00:00+00,17514,4129,1148,12237,489,218,59,212,23.57542537,6.554756195,69.86981843,187965,140473,122959,5147,4748,35800,270876,,,,,,,,,,,,,1970/01/01 00:00:00+00,249
78,2020/05/18 00:00:00+00,18010,4324,1191,12495,496,195,43,258,24.00888395,6.612992782,69.37812326,190660,143035,125025,2695,2562,11422,45047,,,,,,,,,,,,,1970/01/01 00:00:00+00,250
79,2020/05/19 00:00:00+00,18496,4467,1221,12808,486,143,30,313,24.15116782,6.601427336,69.24740484,202936,147799,129303,12276,4764,11891,45300,,,,,,,,,,,,,1970/01/01 00:00:00+00,251
80,2020/05/20 00:00:00+00,19189,4575,1242,13372,693,108,21,564,23.84178436,6.472458179,69.68575747,211883,154139,134950,8947,634,11705,44703,,,,,,,,,,,,,1970/01/01 00:00:00+00,252
81,2020/05/21 00:00:00+00,20162,4838,1278,14046,973,263,36,674,23.99563535,6.338656879,69.66570777,219975,160374,140212,8092,6235,11066,50187,,,,,,,,,,,,,1970/01/01 00:00:00+00,253
82,2020/05/22 00:00:00+00,20796,5057,1326,14413,634,219,48,367,24.31717638,6.376226197,69.30659742,229334,21743,148173,9359,8595,11028,47150,,,,,,,,,,,,,1970/01/01 00:00:00+00,254
83,2020/05/23 00:00:00+00,21745,5249,1351,15145,949,192,25,732,24.1388825,6.212922511,69.64819499,239740,176035,154290,10406,7066,11495,49958,,,,,,,,,,,,,1970/01/01 00:00:00+00,255
84,2020/05/24 00:00:00+00,22271,5402,1372,15497,526,153,21,352,24.25575861,6.160477751,69.58376364,248555,179964,157593,8815,3829,11389,42551,,,,,,,,,,,,,1970/01/01 00:00:00+00,256
85,2020/05/25 00:00:00+00,22750,5642,1391,15717,479,240,19,220,24.8,6.114285714,69.08571429,256946,183192,160442,8391,3328,12342,49361,,,,,,,,,,,,,1970/01/01 00:00:00+00,257
86,2020/05/26 00:00:00+00,23165,5877,1418,15870,415,235,27,153,25.37017052,6.121303691,68.50852579,264098,188302,165137,7152,511,12022,65748,,,,,,,,,,,,,1970/01/01 00:00:00+00,258
87,2020/05/27 00:00:00+00,23851,6057,1473,16321,686,180,55,451,25.39516163,6.175841684,68.42899669,278411,195518,171667,14313,7216,12667,49942,,,,,,,,,,,,,1970/01/01 00:00:00+00,259
88,2020/05/28 00:00:00+00,24538,6240,1496,16802,687,183,23,481,25.42994539,6.096666395,68.47338821,289906,201311,176773,11495,5793,13250,48749,,,,,,,,,,,,,1970/01/01 00:00:00+00,260
89,2020/05/29 00:00:00+00,25216,6492,1520,17204,678,252,24,402,25.74555838,6.027918782,68.22652284,300545,205165,179949,10639,3854,12499,49212,,,,,,,,,,,,,1970/01/01 00:00:00+00,261
90,2020/05/30 00:00:00+00,25773,7015,1573,17185,557,523,53,-19,27.21840686,6.103286385,66.67830676,311906,216769,190996,11361,11604,12832,47714,,,,,,,,,,,,,1970/01/01 00:00:00+00,262
91,2020/05/31 00:00:00+00,26473,7308,1613,17552,700,293,40,367,27.60548483,6.093000416,66.30151475,323376,223624,197151,1147,6855,12913,49936,,,,,,,,,,,,,1970/01/01 00:00:00+00,263
92,2020/06/01 00:00:00+00,26940,7637,1641,17662,467,329,28,110,28.34818114,6.091314031,65.56050483,333415,232113,205173,10039,8489,13120,48358,,,,,,,,,,,,,1970/01/01 00:00:00+00,264
93,2020/06/02 00:00:00+00,27549,7935,1663,17951,609,298,22,289,28.80322335,6.036516752,65.1602599,342464,237947,210398,9049,5834,13213,48023,,,,,,,,,,,,,1970/01/01 00:00:00+00,265
94,2020/06/03 00:00:00+00,28233,8406,1698,18129,684,471,35,178,29.77366911,6.014238657,64.21209223,354434,246433,218200,1197,8486,13285,48153,,,,,,,,,,,,,1970/01/01 00:00:00+00,266
95,2020/06/04 00:00:00+00,28818,8892,1721,18205,585,486,23,76,30.85571518,5.971961968,63.17232285,367640,251736,222918,13206,5303,13416,47373,,,,,,,,,,,,,1970/01/01 00:00:00+00,267
96,2020/06/05 00:00:00+00,29521,9443,1770,18308,703,551,49,103,31.9873988,5.995731852,62.01686935,380973,256810,227289,13333,5074,13592,49320,,,,,,,,,,,,,1970/01/01 00:00:00+00,268
97,2020/06/06 00:00:00+00,30514,9907,1801,18806,993,464,31,498,32.4670643,5.902208822,61.63072688,394068,264740,234226,13095,793,13347,46571,,,,,,,,,,,,,1970/01/01 00:00:00+00,269
98,2020/06/07 00:00:00+00,31186,10498,1851,18837,672,591,50,31,33.66254088,5.935355608,60.40210351,405992,269146,237960,11924,4406,14197,40370,,,,,,,,,,,,,1970/01/01 00:00:00+00,270
99,2020/06/08 00:00:00+00,32033,10904,1883,19246,847,406,32,409,34.03989636,5.87831299,60.08179065,412980,274430,242397,6988,5284,14010,38791,,,,,,,,,,,,,1970/01/01 00:00:00+00,271
100,2020/06/09 00:00:00+00,33076,11414,1923,19739,1043,510,40,493,34.50840489,5.813883178,59.67771194,429161,281653,248577,16181,7223,14108,38394,,,,,,,,,,,,,1970/01/01 00:00:00+00,272
101,2020/06/10 00:00:00+00,34316,12129,1959,20228,1240,715,36,489,35.34502856,5.708707309,58.94626413,446918,287478,253162,17757,5826,14242,43945,,,,,,,,,,,,,1970/01/01 00:00:00+00,273
102,2020/06/11 00:00:00+00,35295,12636,2000,20659,979,507,41,431,35.80110497,5.666525004,58.53237002,463620,294671,259376,16702,7193,14052,43414,,,,,,,,,,,,,1970/01/01 00:00:00+00,274
103,2020/06/12 00:00:00+00,36406,13213,2048,21145,1111,577,48,486,36.29346811,5.625446355,58.08108554,478953,302147,265741,15333,7476,13923,37538,,,,,,,,,,,,,1970/01/01 00:00:00+00,275
104,2020/06/13 00:00:00+00,37420,13776,2091,21553,1014,563,43,408,36.81453768,5.587920898,57.59754142,495527,313275,275855,16574,11128,13578,42450,,,,,,,,,,,,,1970/01/01 00:00:00+00,276
105,2020/06/14 00:00:00+00,38277,14531,2134,21612,857,755,43,59,37.96274525,5.575149568,56.46210518,514287,322933,284656,18760,9658,13574,41639,,,,,,,,,,,,,1970/01/01 00:00:00+00,277
106,2020/06/15 00:00:00+00,39294,15123,2198,21973,1017,592,64,361,38.48679188,5.593729323,55.9194788,523063,329190,289896,8776,6257,13649,36744,,,,,,,,,,,,,1970/01/01 00:00:00+00,278
231,2020/10/18 00:00:00+00,361867,285324,12511,64032,4105,3732,80,293,78.84775346,3.457347589,17.69489895,4056336,2528319,2166452,36378,22421,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,279
232,2020/10/19 00:00:00+00,365240,289243,12617,63380,3373,3919,106,-652,79.1925857,3.454440916,17.35297339,4092595,2553521,2188281,36259,25202,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,280
233,2020/10/20 00:00:00+00,368842,293653,12734,62455,3602,4410,117,-925,79.61484863,3.452426784,16.93272458,4123624,2583085,2214243,31029,29564,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,281
234,2020/10/21 00:00:00+00,373109,297509,12857,62743,4267,3856,123,288,79.7378246,3.445909908,16.81626549,4167210,2613682,2240573,43586,30597,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,282
235,2020/10/22 00:00:00+00,377541,301006,12959,63576,4432,3497,102,833,79.72802954,3.432474884,16.83949558,4211138,2647094,2269553,43928,33412,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,283
236,2020/10/23 00:00:00+00,381910,305100,13077,63733,4369,4094,118,157,79.88793171,3.424105156,16.68796313,4253425,2679774,2297864,42287,32680,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,284
237,2020/10/24 00:00:00+00,385980,309219,13205,63556,4070,4119,128,-177,80.11270014,3.421161718,16.46613814,4293347,2711239,2325259,39922,31465,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,285
238,2020/10/25 00:00:00+00,389712,313764,13299,62649,3732,4545,94,-907,80.51176253,3.412520015,16.07571745,4327144,2730231,2340519,33797,18992,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,286
239,2020/10/26 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,287
240,2020/10/27 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,288
241,2020/10/28 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,289
242,2020/10/29 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,290
243,2020/10/30 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,291
244,2020/10/31 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,292
245,2020/11/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,293
246,2020/11/02 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,294
247,2020/11/03 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,295
248,2020/11/04 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,296
249,2020/11/05 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,297
250,2020/11/06 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,298
251,2020/11/07 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,299
252,2020/11/08 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,300
253,2020/11/09 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,301
254,2020/11/10 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,302
255,2020/11/11 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,303
256,2020/11/12 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,304
257,2020/11/13 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,305
258,2020/11/14 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,306
259,2020/11/15 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,307
260,2020/11/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,308
261,2020/11/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,309
262,2020/11/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,310
263,2020/11/19 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,311
264,2020/11/20 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,312
265,2020/11/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,313
266,2020/11/22 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,314
267,2020/11/23 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,315
268,2020/11/24 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,316
269,2020/11/25 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,317
270,2020/11/26 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,318
271,2020/11/27 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,319
272,2020/11/28 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,320
273,2020/11/29 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,321
274,2020/11/30 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,322
275,2020/12/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,323
276,2020/12/02 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,324
277,2020/12/03 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,325
278,2020/12/04 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,326
279,2020/12/05 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,327
280,2020/12/06 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,328
281,2020/12/07 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,329
282,2020/12/08 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,330
283,2020/12/09 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,331
284,2020/12/10 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,332
285,2020/12/11 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,333
286,2020/12/12 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,334
287,2020/12/13 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,335
288,2020/12/14 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,336
289,2020/12/15 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,337
290,2020/12/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,338
291,2020/12/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,339
292,2020/12/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,340
293,2020/12/19 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,341
294,2020/12/20 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,342
295,2020/12/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,343
296,2020/12/22 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,344
297,2020/12/23 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,345
298,2020/12/24 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,346
299,2020/12/25 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,347
300,2020/12/26 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,348
301,2020/12/27 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,349
302,2020/12/28 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,350
303,2020/12/29 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,351
304,2020/12/30 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,352
305,2020/12/31 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,353
306,2021/01/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,354
307,2021/01/02 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,355
308,2021/01/03 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,356
309,2021/01/04 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,357
310,2021/01/05 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,358
311,2021/01/06 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,359
312,2021/01/07 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,360
313,2021/01/08 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,361
314,2021/01/09 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,362
315,2021/01/10 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,363
316,2021/01/11 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,364
317,2021/01/12 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,365
318,2021/01/13 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,366
